training_age,sets,reps,intensity,base_weight,tempo,training_frequency,motor_control,category,predicted_goal,cycle_length,periodization,weekly_progression
3.510759048984638,4,3,8.7,180,4.5,3,1.1781609251252894,2,236.35331377956504,12,1,4.69610948163042
2.1101810935178786,3,5,8.3,198,2.8,3,4.516138998873453,1,247.15565724645322,10,0,4.9155657246453215
5.789611993354327,3,7,9.2,159,3.9,3,2.7228491244958826,3,243.40116963357843,14,2,6.028654973827031
9.39347035452742,4,6,8.5,110,4.1,3,4.704899144110322,4,223.70511155238484,16,0,7.106569472024052
7.112283068412244,4,5,9.6,162,3.5,3,9.41494988654889,4,268.0206893771213,16,0,6.626293086070081
5.915581115848967,4,4,9.7,120,2.9,2,4.87486188556471,3,208.1369417551388,14,2,6.295495839652771
1.4231766908223011,5,7,8.3,151,2.6,4,8.901860472863515,0,211.2382042358737,8,0,7.529775529484212
6.342568653642113,5,7,7.8,154,2.1,3,6.449542899542888,3,247.41486357845122,14,2,6.672490255603658
9.9055115759905,3,5,8.8,125,2.9,3,3.2241839919525273,4,237.0803685958528,16,0,7.0050230372408
1.8307981447469783,4,5,9.7,167,4.0,4,4.202692833332902,1,223.4504244079752,10,0,5.6450424407975195
5.424131697455499,3,6,7.6,133,4.8,2,1.7552758223928646,3,203.0259673132333,14,2,5.001854808088093
8.835044183315576,3,3,8.9,151,4.6,4,4.001163342364094,4,252.18209848007075,16,0,6.323881155004422
7.537301868664942,3,5,8.9,181,4.3,4,7.097868509531806,4,280.44521771361724,16,0,6.2153261071010775
7.121649539455046,3,9,9.2,198,4.4,3,1.6489998363649168,4,295.4466960701878,16,0,6.0904185043867365
7.173598797877538,4,5,7.4,192,4.0,4,2.848612676302264,4,277.6617093974737,16,0,5.353856837342107
3.915165936587674,3,8,9.1,151,2.8,4,4.432969372719803,2,224.4707815517811,12,1,6.122565129315092
3.289122520512687,4,4,9.7,128,4.7,3,9.838445833143663,2,202.570648913817,12,1,6.214220742818083
8.18893097704588,4,9,7.5,137,4.0,3,8.06375640662992,4,247.1070824263119,16,0,6.881692651644494
8.196077249452216,5,9,7.7,141,3.7,3,7.601380718428935,4,254.47068907326113,16,0,7.09191806707882
8.737187026510986,4,8,9.9,120,2.3,3,2.045718608729014,4,235.46607412518142,16,0,7.216629632823839
9.175785249286477,5,8,7.5,141,3.3,4,8.028963042534922,4,259.9497265580942,16,0,7.434357909880887
5.357752789178909,4,7,9.6,112,3.4,4,8.067419303644137,3,205.9631512688975,14,2,6.711653662064107
5.264404799528396,4,3,8.5,163,4.6,2,6.409924260618954,3,240.2301247871556,14,2,5.516437484796829
8.083804200184364,4,4,7.7,116,3.6,2,9.913256037985347,4,219.04031765845292,16,0,6.4400198536533075
6.674657342388769,5,6,9.6,108,3.1,4,3.9272851533209674,3,207.2881864690916,14,2,7.09201331922083
7.168685333948182,5,9,8.3,140,4.9,2,9.471452034176664,4,251.05666072285047,16,0,6.941041295178154
8.06003035964296,3,6,8.5,100,2.3,4,9.232580034608532,4,206.82911292905646,16,0,6.676819558066029
8.95505074726688,5,5,8.1,101,3.3,2,1.1033259377444007,4,204.79539488475166,16,0,6.487212180296979
3.7109539900895903,5,5,8.8,159,2.1,3,5.051048738273299,2,230.26420502812667,12,1,5.938683752343889
4.068038050079468,5,6,7.5,147,4.2,2,9.79393809746416,2,223.735211546832,12,1,6.394600962236001
1.3928284284882555,5,5,8.2,128,4.8,3,1.928092261672682,0,173.03476582041506,8,0,5.629345727551883
5.993661339463653,3,3,9.9,196,2.8,3,5.930062249449875,3,282.34438408988404,14,2,6.167456006420289
0.8414516010690498,5,8,7.8,109,4.6,3,9.810617563369936,0,165.4475391536073,8,0,7.055942394200912
4.923181172258372,4,5,9.0,157,2.9,3,5.999458816952742,2,237.3846376034961,12,1,6.69871980029134
5.655124029721978,4,7,8.0,159,4.7,2,2.708337726749404,3,239.30349882789994,14,2,5.735964201992853
3.222141895218702,5,5,9.3,120,4.3,4,6.239649070833308,2,191.63660876799958,12,1,5.969717397333298
6.112915975405603,5,4,7.4,127,4.4,3,2.8399651655459217,3,205.16327555156371,14,2,5.58309111082598
0.7897523744209696,4,3,9.9,174,2.1,2,5.677338366050358,0,221.3340265444433,8,0,5.916753318055413
0.854807793117537,4,4,8.4,133,4.9,3,1.666379961211132,0,169.338032286757,8,0,4.542254035844625
8.314705326266754,3,4,7.7,107,4.2,2,6.449344022929642,4,203.6916586445285,16,0,6.043228665283031
3.9218110934069976,4,7,7.2,158,2.9,2,5.651109452153424,2,224.8511529254861,12,1,5.570929410457175
1.7070748701929055,4,3,7.5,185,4.5,2,7.661452318853168,1,230.648777439823,10,0,4.564877743982299
5.461310970520642,5,3,8.6,171,2.8,4,6.676304240429065,3,253.70494412480875,14,2,5.907496008914911
7.8149387544368025,4,3,8.0,148,4.6,2,5.94645641677681,4,242.43919466065964,16,0,5.902449666291227
2.55029976122001,3,3,9.5,178,2.3,2,7.2080096432330905,1,236.7144125546097,10,0,5.8714412554609705
6.417459520280502,4,3,8.3,116,4.1,4,2.295477222150078,3,195.28289199546913,14,2,5.663063713962081
1.310800917440796,5,7,7.7,159,3.6,4,6.358236951327436,0,211.52376276651754,8,0,6.565470345814692
0.9909763511017731,5,5,8.9,186,2.3,2,2.548995425404999,0,232.25130394692167,8,0,5.781412993365208
5.547868999897406,4,4,9.1,187,2.7,4,9.329699870666929,3,275.87750180517963,14,2,6.348392986084259
5.6360336552960115,5,3,7.5,144,2.0,3,1.615006943610438,3,215.01077965778373,14,2,5.072198546984552
6.555584064232963,3,9,7.5,182,3.4,3,4.8733727472171395,3,271.2547316346894,14,2,6.375337973906385
7.397867670365285,3,5,7.1,168,2.9,4,7.262177298899004,4,257.5762073112708,16,0,5.598512956954426
9.770594754894079,4,5,9.2,131,3.8,4,5.1221999050143285,4,249.8480578966741,16,0,7.428003618542132
5.404853308861355,4,4,9.0,143,2.9,2,1.828857279096121,3,218.98211238953502,14,2,5.4272937421096445
3.5680864929418368,4,7,8.4,164,2.9,4,5.9804111451403665,2,234.51530866124526,12,1,5.876275721770438
8.054268850302684,5,6,9.5,186,4.2,2,6.774687179446191,4,300.09618157159076,16,0,7.131011348224423
3.072906386989705,3,6,9.4,107,2.1,3,7.334130798914569,2,175.58444729428948,12,1,5.715370607857456
4.670228496703543,3,5,8.8,176,4.7,4,4.35933833016483,2,247.90083546887558,12,1,5.991736289072965
1.2453356227515266,5,8,9.6,171,4.6,2,6.07293973925886,0,234.0720945909005,8,0,7.884011823862561
0.7408320624468463,3,8,7.6,186,4.0,2,5.056178274450218,0,227.51092391125007,8,0,5.188865488906259
9.645159939440289,4,4,7.3,142,3.8,3,7.0485043487702805,4,251.23403603867774,16,0,6.827127252417359
8.441811144865955,4,6,7.8,100,4.7,4,6.2520127059233666,4,204.9125082178127,16,0,6.557031763613294
7.111754957890131,4,5,7.2,150,2.6,3,5.731805976032214,4,238.49174862716936,16,0,5.530734289198085
4.385052971935564,3,7,8.6,123,2.2,2,3.245719301544238,2,193.9490027278009,12,1,5.912416893983408
2.146296040673035,4,6,9.8,198,2.7,2,1.0181666597341053,1,254.69761831498545,10,0,5.669761831498545
1.9861519053753174,5,5,7.1,123,4.4,4,2.5667350778028633,1,168.23931785970683,10,0,4.523931785970683
2.8773075325636555,5,5,7.4,116,2.1,2,2.0535943728175177,1,169.09885181973553,10,0,5.309885181973553
5.717653314708144,3,3,8.4,104,3.7,4,5.04176270509852,3,179.30387057531294,14,2,5.378847898236638
7.2886612656505925,5,7,9.8,119,5.0,3,6.510323356856602,4,230.07477516048965,16,0,6.942173447530603
6.771875078818447,5,3,7.9,120,4.6,4,2.9177650781632734,3,204.05164824779249,14,2,6.003689160556606
3.159372020986457,3,4,8.5,157,3.6,4,9.451513863704683,2,220.9522469634487,12,1,5.329353913620724
9.571220166300344,4,3,7.1,130,2.2,2,1.06013916301499,4,226.6599700749252,16,0,6.041248129682826
7.510020708609801,4,9,7.4,199,4.5,2,7.950709136488086,4,303.00622937361055,16,0,6.5003893358506595
5.766363498858307,4,3,10.0,110,3.8,4,6.62684292577398,3,199.07117237952744,14,2,6.362226598537674
6.311347089226346,3,9,9.9,151,2.3,2,4.361993209429137,3,249.53376652795447,14,2,7.0381261805681765
4.486200593064004,5,6,7.0,114,2.3,2,1.4544004997116713,2,179.07120549407955,12,1,5.4226004578399625
2.853444400260996,4,8,9.9,182,4.7,2,6.6473791460585145,1,257.29862392117576,10,0,7.529862392117576
3.881740447186985,4,5,8.9,106,4.0,4,4.470521615790832,2,175.25970600118214,12,1,5.7716421667651785
7.699538049411506,3,9,9.6,127,4.5,2,9.426404254718973,4,242.73591077737052,16,0,7.2334944235856575
0.6367381419826807,4,7,8.4,150,4.6,4,5.877910674007893,0,196.9107711468733,8,0,5.863846393359161
1.6026900848157042,3,3,8.5,157,3.7,2,9.456863601641574,1,206.50681608098802,10,0,4.950681608098802
0.9370250992066511,5,9,8.5,104,3.6,3,2.984353241259737,0,156.47273065554282,8,0,6.559091331942852
0.8869236220302164,3,7,9.0,104,3.3,2,7.531533193276929,0,155.39268876615714,8,0,6.424086095769642
8.626875548104568,3,8,7.4,193,3.0,2,6.555241187638531,4,298.8478661662943,16,0,6.6154916353933935
7.184749664110225,3,8,7.1,195,3.3,4,7.654674068481807,4,289.46000841560453,16,0,5.903750525975283
5.00465137632959,3,3,7.9,107,4.3,4,2.932010775752831,3,170.93522717426598,14,2,4.566801941018999
1.429424526184514,5,4,9.1,163,3.8,2,6.984950646139963,0,218.41282217868607,8,0,6.926602772335759
5.1703508136099074,5,3,7.6,109,4.7,3,5.482363537511821,3,182.586351815147,14,2,5.256167986796214
4.997981822415374,4,6,9.0,137,3.3,2,7.685424774156846,2,222.51199174055827,12,1,7.12599931171319
2.145417764145144,5,9,9.9,195,3.8,2,3.94340179736636,1,265.5784448092107,10,0,7.057844480921068
4.621590667760744,5,5,7.3,191,3.9,3,9.010513229187273,2,267.98849518586684,12,1,6.41570793215557
4.285794976775048,4,4,9.0,180,3.8,4,1.7587118315021533,2,246.9244275614536,12,1,5.5770356301211335
6.350575931496056,5,3,8.3,194,4.1,2,8.264703869120693,3,284.70166325564946,14,2,6.47869023254639
6.533389683242616,3,7,9.6,107,2.7,4,8.751876632335817,3,208.39493241444467,14,2,7.242495172460333
0.9303880928344229,3,4,7.5,124,3.5,4,8.35527080230139,0,163.47601094612747,8,0,4.934501368265934
4.058819838951477,4,9,9.1,172,2.3,3,5.614537548355984,2,253.3923650341458,12,1,6.782697086178817
6.445669199285246,4,4,9.5,165,3.2,3,4.945464820276852,3,256.48355082469726,14,2,6.5345393446212325
5.2797944565108335,4,9,9.8,178,3.5,4,9.966360578723892,3,279.1878965201725,14,2,7.227706894298036
8.636653491289062,3,3,9.0,149,4.0,2,3.062547560927459,4,247.68704927170367,16,0,6.1679405794814794
6.757589500379978,5,9,8.5,166,4.9,4,5.921883692884402,3,269.44354154236646,14,2,7.388824395883319
2.047877057273582,3,4,8.9,148,3.8,2,7.03607972844093,1,201.43713605085003,10,0,5.343713605085003
1.1704031003040836,4,7,9.6,135,4.2,2,7.307808722752887,0,194.32493788656203,8,0,7.415617235820253
6.6029831429599986,5,8,8.7,167,3.5,3,2.836221991647208,3,263.5781981311508,14,2,6.8984427236536305
0.7518574501454072,5,4,7.1,177,3.9,2,6.885946831058211,0,216.84377984775057,8,0,4.980472480968821
6.064868022097901,3,9,9.8,140,2.2,2,8.365326098332035,3,242.06693332428125,14,2,7.290495237448661
9.432187293537098,4,8,9.1,188,2.8,4,1.45016719139001,4,304.1327491353818,16,0,7.2582968209613625
5.96700468982085,3,9,9.0,161,3.1,3,9.203691639927849,3,259.5415749784586,14,2,7.038683927032756
4.187614298961958,5,7,7.6,109,3.4,2,1.2655364963068534,2,176.39921913615595,12,1,5.616601594679662
6.611238075202355,3,9,9.0,120,2.1,2,4.203739292395549,3,216.19551354021218,14,2,6.871108110015156
4.853402459669408,3,3,8.2,135,2.4,3,1.1423187660966585,2,196.54069782650024,12,1,5.128391485541687
5.683359498501382,4,5,9.0,111,2.8,4,1.6943065168562368,3,191.0083357632954,14,2,5.714881125949672
9.44391568337699,4,4,7.3,190,4.9,3,9.200514566620711,4,300.8520973169469,16,0,6.928256082309183
4.167975059107356,5,5,9.0,101,3.0,3,4.19374747671533,2,175.63442168793185,12,1,6.219535140660987
9.631310356327186,3,9,10.0,112,3.4,2,4.822943773825476,4,238.2848985113557,16,0,7.892806156959731
9.100831098582606,3,7,7.1,152,2.6,2,2.9380994324429737,4,252.71379793732532,16,0,6.294612371082833
2.3600157804983164,3,4,9.9,131,3.8,4,6.373861931680478,1,190.94091914150724,10,0,5.994091914150724
1.1589323583140718,5,9,8.2,194,2.8,2,6.353228932100107,0,251.80130226466272,8,0,7.22516278308284
1.4573910130855532,5,8,9.6,115,2.6,2,4.349803526426973,0,177.1838333943249,8,0,7.772979174290612
0.6731073436897224,4,6,9.3,131,3.5,3,3.997313846248585,0,177.88082951889066,8,0,5.860103689861333
1.3972081271813197,4,9,8.7,131,2.0,2,8.964678773625291,0,194.1246831778885,8,0,7.8905853972360624
6.98856434745539,4,5,9.2,197,2.0,4,4.449558156779812,3,292.5828520148129,14,2,6.8273465724866345
1.1762921603721754,3,4,9.6,110,2.7,3,5.441508929389674,0,157.57260067706193,8,0,5.946575084632741
3.530268487790732,3,5,8.2,109,2.1,4,3.5497428618243756,2,167.5667621950624,12,1,4.880563516255201
8.526315454209819,4,4,8.0,114,2.3,3,8.080925530214145,4,219.33191192899977,16,0,6.583244495562486
0.7210833894903457,3,9,9.0,116,3.0,2,4.577033412091825,0,165.63421723406051,8,0,6.204277154257564
8.237450584594889,4,3,9.4,139,4.4,3,5.622499418898921,4,243.3333538051075,16,0,6.520834612819218
3.1776203603472992,5,8,9.3,117,3.7,3,3.2802145305369526,2,189.8412846785838,12,1,6.07010705654865
1.6225658624057344,4,9,9.4,154,3.5,2,9.888936331071266,1,223.8139313958528,10,0,6.981393139585279
7.119003070959431,5,5,8.3,172,2.9,2,3.6234616683135057,4,265.8872170701457,16,0,5.867951066884107
6.474957044408898,3,6,9.5,124,4.8,4,7.936682778149965,3,221.20468052249612,14,2,6.94319146589258
8.835984128507002,4,6,7.4,158,3.2,4,4.8474608532108325,4,261.95906430787227,16,0,6.497441519242017
7.483174916136915,3,7,8.6,177,2.3,2,2.855956645757259,4,272.14933429773123,16,0,5.946833393608202
8.133068838656062,5,4,7.0,188,3.9,2,8.19746887568375,4,288.3607540227741,16,0,6.27254712642338
3.1793284394274117,5,5,8.0,121,2.3,2,4.002461101261389,2,182.43831916731136,12,1,5.11985993060928
2.185675665907367,5,7,8.1,129,3.0,3,8.7867401265803,1,194.1655155171294,10,0,6.516551551712939
7.6308401405881545,3,5,8.2,183,3.5,3,9.237314664260408,4,282.90269312109587,16,0,6.243918320068492
8.164930023039009,3,4,9.1,184,4.6,3,8.738414518521484,4,289.9270619620943,16,0,6.620441372630893
9.909798849006396,3,9,8.2,143,3.5,2,1.3150712332612509,4,257.25099764194306,16,0,7.140687352621441
4.419867930658551,3,9,8.3,131,4.1,4,8.086360105045951,2,211.98848360283733,12,1,6.7490403002364445
4.03417181503144,5,6,7.7,150,5.0,2,4.702055198492295,2,219.82645731799,12,1,5.818871443165833
7.87592312704897,5,9,8.1,145,2.4,3,8.863506281640026,4,259.8026444388518,16,0,7.175165277428238
3.7376336324036696,4,9,7.7,120,2.8,3,6.741588364162649,2,193.51345160547334,12,1,6.126120967122778
9.342194593233865,4,3,7.2,198,3.2,2,8.502788207295627,4,304.49173905681437,16,0,6.655733691050898
8.654921142508613,3,6,8.8,131,3.3,2,5.494885928801518,4,238.4816980332712,16,0,6.717606127079449
4.575443260062674,5,7,9.0,193,3.2,3,5.815229541390395,2,277.326390392587,12,1,7.027199199382248
7.633275144019225,5,8,8.9,138,4.7,3,2.299488689203005,4,243.01543418595833,16,0,6.563464636622395
7.668157303804482,5,3,8.4,111,4.1,3,8.055886228204198,4,212.42908777274215,16,0,6.339317985796384
1.4796767539413598,4,7,8.1,146,3.8,2,4.774506505002744,0,196.49917378903498,8,0,6.312396723629373
9.074252613455883,4,4,9.6,117,2.9,3,5.500721064444243,4,230.84510250431342,16,0,7.1153189065195885
5.299897538254643,5,3,8.6,120,4.5,3,8.065879426861368,3,203.4979994463292,14,2,5.964142817594943
8.351345928023544,5,7,8.4,112,4.9,4,6.389608600714951,4,224.39518032526078,16,0,7.024698770328799
3.5404712097908115,5,4,7.1,120,4.5,2,2.809888546984007,2,176.0386024988025,12,1,4.669883541566875
9.007470670713904,4,6,8.0,107,2.0,4,6.312093932358034,4,217.5279062642483,16,0,6.907994141515518
4.19741594797455,5,8,8.1,145,3.9,4,4.668695721816902,2,222.08237116652174,12,1,6.423530930543478
0.6029576890628344,5,4,8.2,106,2.2,3,5.225729878394764,0,147.6622563300948,8,0,5.207782041261851
9.101128775983005,3,9,8.7,122,2.8,2,1.25480146962401,4,232.19123241230008,16,0,6.886952025768755
1.3672234294682688,3,5,8.6,195,2.2,3,2.8902641456465346,0,237.27318365421596,8,0,5.2841479567769944
3.533479557108941,4,4,8.8,174,3.8,2,3.5293427324292543,2,236.5618505555154,12,1,5.21348754629295
9.525588686982648,5,4,9.3,185,4.1,4,7.416640070729252,4,306.829669601955,16,0,7.614354350122188
9.530767895906783,5,8,9.4,121,2.3,2,1.103432259683038,4,241.90129155677883,16,0,7.556330722298677
5.947659937171218,3,5,9.2,188,3.2,3,4.678995351062189,3,272.599772523963,14,2,6.042840894568785
6.502453515613093,4,9,9.9,121,3.4,3,9.316241833831596,3,231.49399087565212,14,2,7.892427919689437
4.760232458794038,3,7,7.1,191,3.1,3,2.0069255489421147,2,255.59224799376545,12,1,5.382687332813788
3.285502331131613,3,7,7.6,128,2.4,2,5.647819493967499,2,188.75574789000416,12,1,5.06297899083368
3.6223131810142015,3,4,7.0,112,3.3,4,8.078701441517623,2,170.09655761039005,12,1,4.8413798008658375
6.888925332731865,3,5,8.9,181,4.3,4,9.48278176768105,3,278.8355753133765,14,2,6.988255379526895
7.64755802965796,5,5,9.7,101,2.2,2,7.720989755803462,4,212.26194887096887,16,0,6.953871804435554
8.02000091539556,5,9,7.7,128,2.2,3,7.485089937799655,4,239.88764222986396,16,0,6.992977639366497
8.001372356548263,3,8,9.8,184,3.1,4,8.438392811761862,4,299.66856807002887,16,0,7.229285504376804
1.3664579789625586,4,6,7.2,178,4.8,3,5.015810988797893,0,221.4553803148973,8,0,5.431922539362162
5.196992894674524,4,7,9.8,151,4.0,2,8.252600793560497,3,244.95484434773692,14,2,6.711060310552638
1.0468082201581206,4,8,8.1,126,4.0,3,1.0716796427090602,0,169.48198522532854,8,0,5.435248153166068
5.720524382075488,4,3,7.3,149,3.1,4,9.321049498391243,3,228.2457693041908,14,2,5.660412093156485
4.694539763047081,3,7,8.5,194,3.8,4,4.989758585654577,2,269.5409559828585,12,1,6.29507966523821
8.933189736203849,5,8,7.8,178,2.0,3,5.9804216907917285,4,293.43615042581837,16,0,7.214759401613648
3.8336926192447476,4,7,7.9,122,3.9,2,3.293940240233941,2,188.11045131430888,12,1,5.509204276192406
1.6121366560622556,3,6,7.9,187,4.7,3,7.682777495563792,1,236.92125949184373,10,0,4.992125949184373
1.8584209795019406,4,3,9.4,143,3.8,2,1.6897222582772393,1,190.40195122343138,10,0,4.740195122343138
7.734351001315987,4,6,8.6,176,4.6,3,8.853722222921517,4,283.1553913449102,16,0,6.697211959056887
6.37307160150448,3,9,7.9,121,4.2,4,8.453051461057084,3,216.16415000362147,14,2,6.797439285972962
1.4606654231665073,5,3,8.8,142,2.4,2,2.9445410462028976,0,188.1021349546364,8,0,5.76276686932955
1.2990146580924757,5,4,9.1,136,4.7,2,8.28391958456736,0,192.31799664159084,8,0,7.039749580198855
7.1592067488616395,3,8,7.8,160,2.2,2,8.077219597553334,4,258.3894833872231,16,0,6.149342711701443
1.1912485604598384,5,3,8.2,196,3.6,4,6.689949379785541,0,242.56491255335703,8,0,5.820614069169629
8.307670563258384,3,9,7.4,155,2.4,3,4.361681592097188,4,257.0038868942128,16,0,6.375242930888302
7.209301157986714,3,9,7.5,102,2.0,4,3.4434887876368108,4,194.33964244534894,16,0,5.771227652834309
1.2728134160980478,3,6,9.0,162,3.3,2,3.08605231260415,0,207.81158579769058,8,0,5.726448224711323
1.305958283809323,5,7,7.5,118,2.9,3,3.8674806648724647,0,165.7488872677833,8,0,5.968610908472911
9.873075995761166,3,3,8.6,122,3.5,4,9.132025990892773,4,237.68264695242848,16,0,7.23016543452678
4.055572559683143,4,8,9.1,128,3.7,2,1.6987669838990316,2,201.4927309533137,12,1,6.124394246109475
4.021100397135464,5,3,7.3,129,2.1,2,8.459841486276627,2,196.35856540649866,12,1,5.613213783874888
8.221595888946275,5,5,8.7,138,2.4,4,4.140010675376412,4,243.4827831246348,16,0,6.592673945289675
9.498861485146657,5,7,7.8,124,3.7,4,5.6943945641022236,4,241.53248372732656,16,0,7.34578023295791
9.867010106317274,5,8,9.9,107,3.0,4,8.150370702836415,4,243.6616369047928,16,0,8.54135230654955
7.657092759959945,4,8,8.5,157,4.2,2,8.959388923206742,4,267.19582546448964,16,0,6.887239091530603
4.074466062543699,5,4,9.4,115,4.0,4,4.103032780653823,2,188.75027767133034,12,1,6.145856472610862
1.2932568086373533,5,6,8.7,171,4.5,2,5.156591331475993,0,224.5809414663128,8,0,6.697617683289099
7.882895701310649,3,4,7.1,100,4.1,4,4.730644583351131,4,187.6591324855119,16,0,5.478695780344493
5.804840372490148,5,8,8.9,104,3.3,2,1.119259301535195,3,192.61761193222398,14,2,6.329829423730284
4.530109087846275,4,7,9.9,102,4.0,2,3.6634859997279094,2,184.23610170236205,12,1,6.853008475196837
9.110366658399991,4,3,8.8,164,2.8,3,5.132703103593056,4,271.5819879225895,16,0,6.723874245161845
1.5563760819084378,4,3,9.5,103,2.9,4,4.699842479923958,1,153.00077237515345,10,0,5.000077237515344
5.179938490763162,4,7,9.7,198,4.4,4,7.497363047641115,3,290.18555249756696,14,2,6.584682321254783
0.6078596252904811,5,8,7.7,195,3.3,2,4.463232554989929,0,241.05772583480874,8,0,5.757215729351092
4.9522760989442,5,9,7.6,163,4.4,2,5.404388040736032,2,246.72479085265763,12,1,6.9770659043881365
1.034881118977455,4,3,8.8,197,4.5,2,4.86647732919127,0,239.57876494560657,8,0,5.322345618200821
1.6287702045466832,4,9,8.2,188,4.6,3,7.6656353400493344,1,248.52861464644747,10,0,6.052861464644747
1.6164993443824964,5,3,9.5,109,4.7,3,8.766751590882663,1,168.58212214138396,10,0,5.958212214138396
6.667497870102604,4,3,9.7,120,3.3,2,5.787001711067627,3,213.52048552742227,14,2,6.680034680530162
7.587426353021521,3,6,8.1,145,3.0,4,8.10488974775672,4,244.35674544580723,16,0,6.209796590362952
6.0420032684230165,4,6,7.7,190,3.7,4,3.671080138178655,3,271.3426463546521,14,2,5.810189025332294
9.640639210508148,4,5,9.3,126,3.1,3,5.872326491415418,4,245.4336034211883,16,0,7.464600213824269
4.061270505475189,3,4,7.8,165,3.8,3,4.107069583029752,2,224.65076841834613,12,1,4.970897368195511
3.214264819677677,3,7,9.5,140,4.1,2,4.727808330146473,2,208.3058310526411,12,1,5.692152587720092
8.751691717799872,5,7,8.3,112,4.1,4,7.591724783314017,4,228.90112091737,16,0,7.3063200573356255
2.6241604659348,5,7,9.0,108,3.1,2,8.934962340994414,1,181.39572723897,10,0,7.339572723897001
9.650614124685807,3,5,7.3,135,2.5,3,2.0934585197898885,4,235.8451007771713,16,0,6.302818798573206
0.6154675095532552,3,6,8.9,185,3.3,4,6.711753308386425,0,230.4913700390057,8,0,5.686421254875711
9.71384885372257,5,8,8.4,189,2.4,4,6.239294268200187,4,314.0697322320808,16,0,7.816858264505051
0.9100191635304731,4,9,8.8,157,4.7,3,2.065735352583387,0,206.3787563371189,8,0,6.172344542139861
8.965859580131676,3,9,7.5,153,3.0,2,2.9070489739609817,4,258.5874501019949,16,0,6.59921563137468
5.513160536319849,5,8,9.2,111,2.5,2,3.7990224525941225,3,202.80381796944997,14,2,6.557415569246426
9.933165563133354,4,5,9.6,180,2.1,4,2.5023796373575133,4,298.2188939611031,16,0,7.388680872568944
1.2010673649862893,3,8,7.7,177,3.9,3,3.193565342719076,0,219.89888693396892,8,0,5.362360866746116
5.761615701812548,4,7,7.3,113,3.9,4,3.4084071897553674,3,191.70553639913345,14,2,5.621824028509532
9.70837408838144,5,4,7.1,133,3.0,3,4.021064497351537,4,240.19858945307882,16,0,6.6999118408174265
5.469429519616414,3,3,8.9,152,2.2,2,7.744514075210431,3,231.87220726974695,14,2,5.705157662124782
6.479287062284994,4,9,8.8,119,3.2,3,6.147209834655406,3,219.05511125026308,14,2,7.146793660733077
7.109612545353863,3,6,8.6,174,2.9,2,9.876220047562613,4,274.6912304341748,16,0,6.293201902135927
4.818140115293845,4,6,7.7,115,4.0,3,4.732622442707239,2,188.1440545864116,12,1,6.095337882200968
6.461801760798602,5,5,8.2,194,3.8,4,7.7847856645323255,3,288.3715925831873,14,2,6.740828041656235
6.0509859632694525,5,6,8.8,169,3.1,2,8.843215792388804,3,266.6727113947388,14,2,6.976622242481345
9.061001099664395,3,7,8.5,155,2.7,4,7.110806437342378,4,268.6542184533287,16,0,7.103388653333045
0.9317406132438497,4,9,10.0,182,5.0,4,4.706782663757464,0,241.514098901587,8,0,7.439262362698376
3.169150301126188,3,8,7.4,157,3.4,2,7.782351676711777,2,221.02672992407716,12,1,5.33556082700643
9.528909098727308,3,7,9.1,103,4.1,2,2.833004239954164,4,216.9807791497497,16,0,7.123798696859357
8.957505946963705,4,5,8.2,103,2.4,4,3.947969486621192,4,208.58200180564145,16,0,6.598875112852591
4.828739151464273,4,7,8.3,119,3.5,4,5.920167295893599,2,199.01016415555458,12,1,6.667513679629548
6.391259679114599,4,8,9.2,109,2.1,4,6.178684485575335,3,208.39810416127978,14,2,7.099864582948555
3.1351212383207603,5,4,9.1,123,3.5,4,1.1992732792536651,2,183.37987982544658,12,1,5.031656652120549
2.2871510173757326,3,5,10.0,198,4.9,2,9.506027698804079,1,264.556249687212,10,0,6.6556249687212015
4.905134846929831,3,4,7.4,125,3.2,2,7.26964544095651,2,194.14554693687342,12,1,5.762128911406118
3.856846166247502,5,3,7.3,136,2.1,4,5.46133375208702,2,197.54676995811053,12,1,5.128897496509211
6.044733062583285,4,4,9.2,184,2.1,3,9.398145109674775,3,277.45508216517845,14,2,6.675363011798461
1.238479051167356,5,3,8.7,153,3.2,3,4.951860087257456,0,199.83562254022505,8,0,5.854452817528131
9.756750672828582,5,3,7.8,120,2.5,2,9.823920132433345,4,237.78988558127867,16,0,7.361867848829917
9.869002072556228,5,4,7.2,173,2.1,4,5.610562815191366,4,284.36786080323685,16,0,6.960491300202303
